task_id,language,model_name,true_bug_type,true_failure_symptom,predicted_bug_type,diagnosis_match,code_length,fix_success
CPP/129,cpp,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,30,0
CPP/130,cpp,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,13,0
CPP/131,cpp,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,16,1
CPP/132,cpp,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,17,0
CPP/133,cpp,deepseek-coder:6.7b,operator misuse,incorrect output,logic error,0,1,0
CPP/134,cpp,deepseek-coder:6.7b,function misuse,incorrect output,value misuse,0,12,1
CPP/135,cpp,deepseek-coder:6.7b,excess logic,incorrect output,logic error,0,1,0
CPP/136,cpp,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,12,0
CPP/137,cpp,deepseek-coder:6.7b,excess logic,incorrect output,value misuse,0,41,0
CPP/138,cpp,deepseek-coder:6.7b,excess logic,incorrect output,value misuse,0,1,0
CPP/139,cpp,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,11,1
CPP/140,cpp,deepseek-coder:6.7b,excess logic,incorrect output,variable misuse,0,1,0
CPP/141,cpp,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,18,0
CPP/142,cpp,deepseek-coder:6.7b,missing logic,incorrect output,excess logic,0,1,0
CPP/143,cpp,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,34,0
CPP/144,cpp,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,21,1
CPP/145,cpp,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,29,0
CPP/146,cpp,deepseek-coder:6.7b,excess logic,incorrect output,value misuse,0,19,1
CPP/147,cpp,deepseek-coder:6.7b,missing logic,incorrect output,operator misuse,0,1,0
CPP/148,cpp,deepseek-coder:6.7b,value misuse,incorrect output,variable misuse,0,25,1
CPP/149,cpp,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,24,0
CPP/150,cpp,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,11,1
CPP/151,cpp,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,13,1
CPP/152,cpp,deepseek-coder:6.7b,excess logic,incorrect output,operator misuse,0,1,0
CPP/153,cpp,deepseek-coder:6.7b,missing logic,incorrect output,value misuse,0,24,0
CPP/154,cpp,deepseek-coder:6.7b,value misuse,incorrect output,excess logic,0,16,1
CPP/155,cpp,deepseek-coder:6.7b,missing logic,incorrect output,value misuse,0,1,0
CPP/156,cpp,deepseek-coder:6.7b,missing logic,infinite loop,value misuse,0,20,0
CPP/157,cpp,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,14,0
CPP/158,cpp,deepseek-coder:6.7b,missing logic,incorrect output,variable misuse,0,23,1
CPP/159,cpp,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,6,0
CPP/160,cpp,deepseek-coder:6.7b,excess logic,incorrect output,missing logic,0,54,0
CPP/161,cpp,deepseek-coder:6.7b,missing logic,incorrect output,variable misuse,0,1,0
CPP/162,cpp,deepseek-coder:6.7b,function misuse,incorrect output,unknown,0,24,0
CPP/163,cpp,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,20,0
Java/0,java,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,15,0
Java/1,java,deepseek-coder:6.7b,operator misuse,incorrect output,value misuse,0,26,0
Java/2,java,deepseek-coder:6.7b,excess logic,incorrect output,value misuse,0,8,1
Java/3,java,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,17,1
Java/4,java,deepseek-coder:6.7b,variable misuse,incorrect output,operator misuse,0,1,0
Java/5,java,deepseek-coder:6.7b,missing logic,incorrect output,value misuse,0,10,1
Java/6,java,deepseek-coder:6.7b,variable misuse,incorrect output,excess logic,0,15,0
Java/7,java,deepseek-coder:6.7b,variable misuse,incorrect output,operator misuse,0,13,1
Java/8,java,deepseek-coder:6.7b,value misuse,incorrect output,value misuse,1,15,1
Java/9,java,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,22,1
Java/10,java,deepseek-coder:6.7b,missing logic,stackoverflow,variable misuse,0,3,0
Java/11,java,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,20,1
Java/12,java,deepseek-coder:6.7b,operator misuse,incorrect output,variable misuse,0,17,1
Java/13,java,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,23,1
Java/14,java,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,14,1
Java/15,java,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,21,0
Java/16,java,deepseek-coder:6.7b,missing logic,incorrect output,expected behavior,0,13,0
Java/17,java,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,23,1
Java/18,java,deepseek-coder:6.7b,value misuse,incorrect output,operator misuse,0,16,1
Java/19,java,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,40,1
Java/20,java,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,22,1
Java/21,java,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,15,1
Java/22,java,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,15,1
Java/23,java,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,14,1
Java/24,java,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,18,1
Java/25,java,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,18,1
Java/26,java,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,13,1
Java/27,java,deepseek-coder:6.7b,function misuse,incorrect output,operator misuse,0,16,0
Java/28,java,deepseek-coder:6.7b,excess logic,incorrect output,value misuse,0,1,0
Java/29,java,deepseek-coder:6.7b,function misuse,incorrect output,operator misuse,0,9,1
Java/30,java,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,9,0
Java/31,java,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,33,0
Java/32,java,deepseek-coder:6.7b,variable misuse,incorrect output,operator misuse,0,14,0
Java/33,java,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,17,1
Java/34,java,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,11,1
Java/35,java,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,16,1
Java/36,java,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,26,1
Java/37,java,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,21,1
Java/38,java,deepseek-coder:6.7b,missing logic,incorrect output,value misuse,0,1,0
Java/39,java,deepseek-coder:6.7b,value misuse,incorrect output,value misuse,1,26,1
Java/40,java,deepseek-coder:6.7b,value misuse,incorrect output,excess logic,0,20,1
Java/41,java,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,7,0
Java/42,java,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,9,1
Java/43,java,deepseek-coder:6.7b,value misuse,incorrect output,value misuse,1,18,1
Java/44,java,deepseek-coder:6.7b,operator misuse,infinite loop,unknown,0,24,1
Java/45,java,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,14,1
Java/46,java,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,26,1
Java/47,java,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,14,0
Java/48,java,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,25,0
Java/49,java,deepseek-coder:6.7b,value misuse,incorrect output,variable misuse,0,7,1
Java/50,java,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,26,1
Java/51,java,deepseek-coder:6.7b,excess logic,incorrect output,value misuse,0,14,0
Java/52,java,deepseek-coder:6.7b,operator misuse,incorrect output,missing logic,0,1,0
Java/53,java,deepseek-coder:6.7b,excess logic,incorrect output,excess logic,1,1,0
Java/54,java,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,16,1
Java/55,java,deepseek-coder:6.7b,excess logic,incorrect output,missing logic,0,31,1
Java/56,java,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,19,0
Java/57,java,deepseek-coder:6.7b,operator misuse,incorrect output,variable misuse,0,1,0
Java/58,java,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,24,1
Java/59,java,deepseek-coder:6.7b,variable misuse,incorrect output,excess logic,0,15,1
Java/60,java,deepseek-coder:6.7b,value misuse,incorrect output,missing logic,0,7,1
Java/61,java,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,19,1
Java/62,java,deepseek-coder:6.7b,value misuse,incorrect output,missing logic,0,12,1
Java/63,java,deepseek-coder:6.7b,value misuse,incorrect output,missing logic,0,1,0
Java/64,java,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,15,0
Java/65,java,deepseek-coder:6.7b,variable misuse,incorrect output,variable misuse,1,13,1
Java/66,java,deepseek-coder:6.7b,function misuse,incorrect output,unknown,0,14,1
Java/67,java,deepseek-coder:6.7b,value misuse,incorrect output,value misuse,1,1,0
Java/68,java,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,27,1
Java/69,java,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,12,0
Java/70,java,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,33,0
Java/71,java,deepseek-coder:6.7b,missing logic,incorrect output,operator misuse,0,13,1
Java/72,java,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,20,0
Java/73,java,deepseek-coder:6.7b,variable misuse,incorrect output,variable misuse,1,14,1
Java/74,java,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,22,1
Java/75,java,deepseek-coder:6.7b,value misuse,incorrect output,excess logic </h1>,0,14,0
Java/76,java,deepseek-coder:6.7b,variable misuse,infinite loop,value misuse,0,19,0
Java/77,java,deepseek-coder:6.7b,missing logic,incorrect output,value misuse,0,1,0
Java/78,java,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,15,0
Java/79,java,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,3,1
Java/80,java,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,17,0
Java/81,java,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,38,1
Java/82,java,deepseek-coder:6.7b,value misuse,incorrect output,operator misuse,0,1,0
Java/83,java,deepseek-coder:6.7b,excess logic,incorrect output,value misuse,0,15,0
Java/84,java,deepseek-coder:6.7b,operator misuse,incorrect output,value misuse,0,12,1
Java/85,java,deepseek-coder:6.7b,value misuse,incorrect output,variable misuse,0,14,1
Java/86,java,deepseek-coder:6.7b,missing logic,incorrect output,value misuse,0,4,0
Java/87,java,deepseek-coder:6.7b,variable misuse,incorrect output,value misuse,0,18,0
Java/88,java,deepseek-coder:6.7b,operator misuse,incorrect output,missing logic,0,17,0
Java/89,java,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,17,1
Java/90,java,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,15,1
Java/91,java,deepseek-coder:6.7b,value misuse,incorrect output,variable misuse,0,1,0
Java/92,java,deepseek-coder:6.7b,missing logic,incorrect output,value misuse,0,11,0
Java/93,java,deepseek-coder:6.7b,missing logic,incorrect output,value misuse,0,1,0
Java/94,java,deepseek-coder:6.7b,operator misuse,incorrect output,missing logic,0,39,0
Java/95,java,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,42,0
Java/96,java,deepseek-coder:6.7b,variable misuse,incorrect output,excess logic,0,1,0
Java/97,java,deepseek-coder:6.7b,excess logic,incorrect output,operator misuse,0,1,0
Java/98,java,deepseek-coder:6.7b,value misuse,incorrect output,value misuse,1,15,1
Java/99,java,deepseek-coder:6.7b,function misuse,incorrect output,operator misuse,0,1,0
Java/100,java,deepseek-coder:6.7b,excess logic,incorrect output,value misuse,0,16,1
Java/101,java,deepseek-coder:6.7b,value misuse,incorrect output,variable misuse,0,24,1
Java/102,java,deepseek-coder:6.7b,variable misuse,incorrect output,missing logic,0,1,0
Java/103,java,deepseek-coder:6.7b,value misuse,incorrect output,variable misuse,0,7,1
Java/104,java,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,17,1
Java/105,java,deepseek-coder:6.7b,missing logic,incorrect output,variable misuse,0,1,0
Java/106,java,deepseek-coder:6.7b,variable misuse,incorrect output,variable misuse,1,1,0
Java/107,java,deepseek-coder:6.7b,value misuse,incorrect output,value misuse,1,23,0
Java/108,java,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,30,0
Java/109,java,deepseek-coder:6.7b,variable misuse,incorrect output,value misuse,0,1,0
Java/110,java,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,22,0
Java/111,java,deepseek-coder:6.7b,value misuse,incorrect output,value misuse,1,22,0
Java/112,java,deepseek-coder:6.7b,operator misuse,incorrect output,operator misuse,1,2,0
Java/113,java,deepseek-coder:6.7b,excess logic,incorrect output,value misuse,0,19,0
Java/114,java,deepseek-coder:6.7b,function misuse,incorrect output,value misuse,0,1,0
Java/115,java,deepseek-coder:6.7b,function misuse,incorrect output,operator misuse,0,12,1
Java/116,java,deepseek-coder:6.7b,variable misuse,incorrect output,value misuse**,0,24,0
Java/117,java,deepseek-coder:6.7b,operator misuse,incorrect output,value misuse,0,16,1
Java/118,java,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,18,0
Java/119,java,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,25,0
Java/120,java,deepseek-coder:6.7b,excess logic,incorrect output,value misuse,0,13,0
Java/121,java,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,14,1
Java/122,java,deepseek-coder:6.7b,missing logic,incorrect output,function misuse,0,1,0
Java/123,java,deepseek-coder:6.7b,value misuse,incorrect output,variable misuse,0,17,1
Java/124,java,deepseek-coder:6.7b,variable misuse,incorrect output,value misuse,0,35,1
Java/125,java,deepseek-coder:6.7b,value misuse,incorrect output,missing logic,0,21,1
Java/126,java,deepseek-coder:6.7b,missing logic,incorrect output,excess logic,0,1,0
Java/127,java,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,29,1
Java/128,java,deepseek-coder:6.7b,excess logic,incorrect output,missing logic,0,16,0
Java/129,java,deepseek-coder:6.7b,value misuse,incorrect output,value misuse,1,1,0
Java/130,java,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,22,0
Java/131,java,deepseek-coder:6.7b,excess logic,incorrect output,operator misuse,0,20,1
Java/132,java,deepseek-coder:6.7b,value misuse,incorrect output,variable misuse,0,15,0
Java/133,java,deepseek-coder:6.7b,operator misuse,incorrect output,value misuse,0,13,1
Java/134,java,deepseek-coder:6.7b,function misuse,incorrect output,operator misuse,0,10,0
Java/135,java,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,10,0
Java/136,java,deepseek-coder:6.7b,excess logic,incorrect output,excess logic,1,14,0
Java/137,java,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,37,1
Java/138,java,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,13,0
Java/139,java,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,8,1
Java/140,java,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,29,1
Java/141,java,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,17,1
Java/142,java,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,18,1
Java/143,java,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,12,0
Java/144,java,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,7,1
Java/145,java,deepseek-coder:6.7b,excess logic,incorrect output,operator misuse,0,1,0
Java/146,java,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,18,0
Java/147,java,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,21,1
Java/148,java,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,18,1
Java/149,java,deepseek-coder:6.7b,missing logic,incorrect output,missing logic,1,19,0
Java/150,java,deepseek-coder:6.7b,excess logic,incorrect output,value misuse,0,16,1
Java/151,java,deepseek-coder:6.7b,missing logic,incorrect output,value misuse,0,1,0
Java/152,java,deepseek-coder:6.7b,excess logic,incorrect output,operator misuse,0,7,1
Java/153,java,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,21,0
Java/154,java,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,28,0
Java/155,java,deepseek-coder:6.7b,missing logic,incorrect output,variable misuse,0,19,0
Java/156,java,deepseek-coder:6.7b,missing logic,infinite loop,excess logic,0,17,1
Java/157,java,deepseek-coder:6.7b,missing logic,incorrect output,operator misuse,0,10,0
Java/158,java,deepseek-coder:6.7b,missing logic,incorrect output,excess logic,0,24,1
Java/159,java,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,11,1
Java/160,java,deepseek-coder:6.7b,excess logic,incorrect output,value misuse,0,12,0
Java/161,java,deepseek-coder:6.7b,missing logic,incorrect output,value misuse,0,24,0
Java/162,java,deepseek-coder:6.7b,function misuse,incorrect output,unknown,0,22,0
Java/163,java,deepseek-coder:6.7b,value misuse,incorrect output,operator misuse,0,2,0
JavaScript/0,js,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,11,1
JavaScript/1,js,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,21,0
JavaScript/2,js,deepseek-coder:6.7b,excess logic,incorrect output,operator misuse,0,3,1
JavaScript/3,js,deepseek-coder:6.7b,operator misuse,incorrect output,value misuse,0,10,1
JavaScript/4,js,deepseek-coder:6.7b,variable misuse,incorrect output,value misuse,0,8,1
JavaScript/5,js,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,12,1
JavaScript/6,js,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,17,1
JavaScript/7,js,deepseek-coder:6.7b,variable misuse,incorrect output,function misuse,0,3,1
JavaScript/8,js,deepseek-coder:6.7b,value misuse,incorrect output,variable misuse,0,8,1
JavaScript/9,js,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,8,1
JavaScript/10,js,deepseek-coder:6.7b,missing logic,stackoverflow,unknown,0,24,0
JavaScript/11,js,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,14,1
JavaScript/12,js,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,10,1
JavaScript/13,js,deepseek-coder:6.7b,variable misuse,incorrect output,missing logic,0,10,0
JavaScript/14,js,deepseek-coder:6.7b,excess logic,incorrect output,variable misuse,0,9,0
JavaScript/15,js,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,3,1
JavaScript/16,js,deepseek-coder:6.7b,missing logic,incorrect output,value misuse,0,1,0
JavaScript/17,js,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,4,1
JavaScript/18,js,deepseek-coder:6.7b,value misuse,incorrect output,operator misuse,0,9,1
JavaScript/19,js,deepseek-coder:6.7b,missing logic,incorrect output,missing logic,1,1,0
JavaScript/20,js,deepseek-coder:6.7b,operator misuse,incorrect output,missing logic,0,21,1
JavaScript/21,js,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,5,1
JavaScript/22,js,deepseek-coder:6.7b,variable misuse,incorrect output,missing logic,0,1,0
JavaScript/23,js,deepseek-coder:6.7b,value misuse,incorrect output,value misuse,1,3,1
JavaScript/24,js,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,7,1
JavaScript/25,js,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,15,1
JavaScript/26,js,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,11,1
JavaScript/27,js,deepseek-coder:6.7b,function misuse,incorrect output,value misuse,0,5,1
JavaScript/28,js,deepseek-coder:6.7b,excess logic,incorrect output,value misuse,0,2,0
JavaScript/29,js,deepseek-coder:6.7b,function misuse,incorrect output,function misuse,1,3,1
JavaScript/30,js,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,3,1
JavaScript/31,js,deepseek-coder:6.7b,value misuse,incorrect output,missing logic,0,10,1
JavaScript/32,js,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,15,1
JavaScript/33,js,deepseek-coder:6.7b,missing logic,incorrect output,operator misuse,0,5,1
JavaScript/34,js,deepseek-coder:6.7b,missing logic,incorrect output,missing logic,1,4,1
JavaScript/35,js,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,3,1
JavaScript/36,js,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,10,1
JavaScript/37,js,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,5,1
JavaScript/38,js,deepseek-coder:6.7b,missing logic,incorrect output,value misuse,0,33,0
JavaScript/39,js,deepseek-coder:6.7b,value misuse,incorrect output,missing logic,0,27,1
JavaScript/40,js,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,11,1
JavaScript/41,js,deepseek-coder:6.7b,value misuse,incorrect output,operator misuse,0,1,0
JavaScript/42,js,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,3,1
JavaScript/43,js,deepseek-coder:6.7b,value misuse,incorrect output,variable misuse,0,7,1
JavaScript/44,js,deepseek-coder:6.7b,operator misuse,infinite loop,value misuse,0,1,0
JavaScript/45,js,deepseek-coder:6.7b,value misuse,incorrect output,missing logic,0,3,1
JavaScript/46,js,deepseek-coder:6.7b,value misuse,incorrect output,variable misuse,0,9,0
JavaScript/47,js,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,8,1
JavaScript/48,js,deepseek-coder:6.7b,value misuse,incorrect output,operator misuse,0,10,0
JavaScript/49,js,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,6,0
JavaScript/50,js,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,11,0
JavaScript/51,js,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,9,1
JavaScript/52,js,deepseek-coder:6.7b,operator misuse,incorrect output,value misuse,0,8,1
JavaScript/53,js,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,3,1
JavaScript/54,js,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,23,1
JavaScript/55,js,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,7,1
JavaScript/56,js,deepseek-coder:6.7b,operator misuse,incorrect output,value misuse,0,14,1
JavaScript/57,js,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,3,1
JavaScript/58,js,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,9,1
JavaScript/59,js,deepseek-coder:6.7b,variable misuse,incorrect output,value misuse,0,3,0
JavaScript/60,js,deepseek-coder:6.7b,value misuse,incorrect output,operator misuse,0,5,0
JavaScript/61,js,deepseek-coder:6.7b,operator misuse,incorrect output,value misuse,0,14,1
JavaScript/62,js,deepseek-coder:6.7b,value misuse,incorrect output,operator misuse,0,5,1
JavaScript/63,js,deepseek-coder:6.7b,value misuse,incorrect output,missing logic,0,1,0
JavaScript/64,js,deepseek-coder:6.7b,missing logic,incorrect output,missing logic,1,7,0
JavaScript/65,js,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,7,1
JavaScript/66,js,deepseek-coder:6.7b,function misuse,incorrect output,unknown,0,7,1
JavaScript/67,js,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,7,1
JavaScript/68,js,deepseek-coder:6.7b,variable misuse,incorrect output,operator misuse,0,1,0
JavaScript/69,js,deepseek-coder:6.7b,value misuse,incorrect output,variable misuse,0,13,1
JavaScript/70,js,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,9,0
JavaScript/71,js,deepseek-coder:6.7b,missing logic,incorrect output,operator misuse,0,9,0
JavaScript/72,js,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,12,1
JavaScript/73,js,deepseek-coder:6.7b,variable misuse,incorrect output,value misuse**,0,9,1
JavaScript/74,js,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,5,1
JavaScript/75,js,deepseek-coder:6.7b,value misuse,incorrect output,operator misuse,0,23,1
JavaScript/76,js,deepseek-coder:6.7b,variable misuse,infinite loop,unknown,0,8,1
JavaScript/77,js,deepseek-coder:6.7b,missing logic,incorrect output,operator misuse,0,5,1
JavaScript/78,js,deepseek-coder:6.7b,value misuse,incorrect output,variable misuse,0,10,1
JavaScript/79,js,deepseek-coder:6.7b,missing logic,incorrect output,operator misuse,0,1,0
JavaScript/80,js,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,8,1
JavaScript/81,js,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,34,1
JavaScript/82,js,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,12,1
JavaScript/83,js,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,10,1
JavaScript/84,js,deepseek-coder:6.7b,operator misuse,incorrect output,missing logic,0,1,0
JavaScript/85,js,deepseek-coder:6.7b,value misuse,incorrect output,missing logic,0,9,1
JavaScript/86,js,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,5,1
JavaScript/87,js,deepseek-coder:6.7b,variable misuse,incorrect output,variable misuse,1,11,1
JavaScript/88,js,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,6,1
JavaScript/89,js,deepseek-coder:6.7b,value misuse,incorrect output,value misuse,1,9,1
JavaScript/90,js,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,15,1
JavaScript/91,js,deepseek-coder:6.7b,value misuse,incorrect output,value misuse,1,10,0
JavaScript/92,js,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,6,1
JavaScript/93,js,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,16,1
JavaScript/94,js,deepseek-coder:6.7b,operator misuse,incorrect output,value misuse,0,22,1
JavaScript/95,js,deepseek-coder:6.7b,operator misuse,incorrect output,variable misuse,0,19,1
JavaScript/96,js,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,16,1
JavaScript/97,js,deepseek-coder:6.7b,excess logic,incorrect output,operator misuse,0,1,0
JavaScript/98,js,deepseek-coder:6.7b,value misuse,incorrect output,missing logic,0,9,1
JavaScript/99,js,deepseek-coder:6.7b,function misuse,incorrect output,unknown,0,12,1
JavaScript/100,js,deepseek-coder:6.7b,excess logic,incorrect output,missing logic,0,1,0
JavaScript/101,js,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,18,1
JavaScript/102,js,deepseek-coder:6.7b,variable misuse,incorrect output,missing logic,0,8,1
JavaScript/103,js,deepseek-coder:6.7b,value misuse,incorrect output,variable misuse,0,7,1
JavaScript/104,js,deepseek-coder:6.7b,excess logic,incorrect output,excess logic,1,32,1
JavaScript/105,js,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,27,1
JavaScript/106,js,deepseek-coder:6.7b,variable misuse,incorrect output,missing logic,0,1,0
JavaScript/107,js,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,22,1
JavaScript/108,js,deepseek-coder:6.7b,excess logic,incorrect output,missing logic,0,21,1
JavaScript/109,js,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,26,0
JavaScript/110,js,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,18,1
JavaScript/111,js,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,22,1
JavaScript/112,js,deepseek-coder:6.7b,operator misuse,incorrect output,variable misuse,0,1,0
JavaScript/113,js,deepseek-coder:6.7b,excess logic,incorrect output,operator misuse,0,14,1
JavaScript/114,js,deepseek-coder:6.7b,function misuse,incorrect output,value misuse,0,15,1
JavaScript/115,js,deepseek-coder:6.7b,function misuse,incorrect output,unknown,0,14,1
JavaScript/116,js,deepseek-coder:6.7b,variable misuse,incorrect output,value misuse,0,1,0
JavaScript/117,js,deepseek-coder:6.7b,operator misuse,incorrect output,value misuse,0,15,1
JavaScript/118,js,deepseek-coder:6.7b,excess logic,incorrect output,"value misuse, missing logic, excess logic",1,12,1
JavaScript/119,js,deepseek-coder:6.7b,value misuse,incorrect output,variable misuse,0,15,1
JavaScript/120,js,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,18,1
